teks,entitas
"Paket untuk Siti Aminah dikirim ke Gg. Melati No. 24B, Bogor.","[{""start"": 12, ""end"": 23, ""label"": ""PER""}, {""start"": 35, ""end"": 60, ""label"": ""ADR""}]"
"Panitia mengundang H. Rhoma Irama, Marie Curie, Letjen (Purn) Prabowo Subianto, dan John Doe sebagai narasumber.","[{""start"": 19, ""end"": 33, ""label"": ""PER""}, {""start"": 35, ""end"": 46, ""label"": ""PER""}, {""start"": 48, ""end"": 78, ""label"": ""PER""}, {""start"": 84, ""end"": 92, ""label"": ""PER""}]"
KEBAKARAN HUTAN MELUAS DI KALIMANTAN.,[]
"Nama Lengkap: Erick Thohir
Alamat: Perumahan Bukit Indah Blok C12 No. 32, Malang.","[{""start"": 14, ""end"": 26, ""label"": ""PER""}, {""start"": 35, ""end"": 80, ""label"": ""ADR""}]"
Jangan lupa follow @rezarahadian untuk info terkini.,"[{""start"": 20, ""end"": 32, ""label"": ""PER""}]"
Saya melihat Dewi sedang makan siang di kantin.,"[{""start"": 13, ""end"": 17, ""label"": ""PER""}]"
"""Rp1.000.000 adalah prioritas kita,"" kata Dewi.","[{""start"": 42, ""end"": 46, ""label"": ""PER""}]"
"Menurut Suharto, ""keputusan ini sudah final.""","[{""start"": 8, ""end"": 15, ""label"": ""PER""}]"
Mereka berada di lokasi yang sudah ditentukan.,[]
Kami sudah lama menetap di London.,[]
Kost bukan bagian dari agenda rapat kali ini.,[]
Jangan lupa follow @mahatmagandhi untuk info terkini.,"[{""start"": 20, ""end"": 33, ""label"": ""PER""}]"
Panglima TNI Letjen (Purn) Prabowo Subianto menyampaikan pernyataan resmi kemarin.,"[{""start"": 13, ""end"": 43, ""label"": ""PER""}]"
"Direktur Utama, Barack Obama, menyampaikan pernyataan resmi kemarin.","[{""start"": 16, ""end"": 28, ""label"": ""PER""}]"
"""Saya akan segera berangkat,"" ujar Ebiet G. Ade.","[{""start"": 35, ""end"": 47, ""label"": ""PER""}]"
SURAT DARI O'BRIEN MEMBAHAS RENCANA TERKAIT DPR RI.,"[{""start"": 11, ""end"": 18, ""label"": ""PER""}]"
"Rumah beliau berada di Jalan Flamboyan No. 71A, RT 05/RW 13, Desa Sukamaju, Kec. Coblong, Denpasar, Kalimantan Timur, 89275.","[{""start"": 23, ""end"": 123, ""label"": ""ADR""}]"
"Menurut Jackie Chan dan Muhammad Hasan Sadikin, kebijakan ini perlu direvisi.","[{""start"": 8, ""end"": 19, ""label"": ""PER""}, {""start"": 24, ""end"": 46, ""label"": ""PER""}]"
"""Ini adalah langkah yang tepat,"" tutur Kamala Harris kepada wartawan.","[{""start"": 39, ""end"": 52, ""label"": ""PER""}]"
Proyek ini dipimpin langsung oleh Putri.,"[{""start"": 34, ""end"": 39, ""label"": ""PER""}]"
Luhut Binsar Pandjaitan resmi menjabat sebagai Presiden AS ke-46 mulai bulan depan.,"[{""start"": 0, ""end"": 23, ""label"": ""PER""}]"
"KTP menunjukkan alamat di Dusun Sumber RT 05/RW 09, Kel. Tegalsari, Kec. Buah Batu, Kab. Bogor.","[{""start"": 26, ""end"": 94, ""label"": ""ADR""}]"
Menteri Luar Negeri sebelumnya adalah Kobe Bryant.,"[{""start"": 38, ""end"": 49, ""label"": ""PER""}]"
"KTP atas nama Cristiano Ronaldo beralamat di Gang Imam Bonjol, RT 10/RW 11, Desa Cibogo, Bogor.","[{""start"": 14, ""end"": 31, ""label"": ""PER""}, {""start"": 45, ""end"": 94, ""label"": ""ADR""}]"
"Rapat RT akan diadakan di 374 Churchill Avenue, Singapura, 74498, Singapura.","[{""start"": 26, ""end"": 75, ""label"": ""ADR""}]"
"Yang hadir dalam pertemuan itu adalah Michael Phelps, Agus Harimurti Yudhoyono, dan Dedi Mulyadi.","[{""start"": 38, ""end"": 52, ""label"": ""PER""}, {""start"": 54, ""end"": 78, ""label"": ""PER""}, {""start"": 84, ""end"": 96, ""label"": ""PER""}]"
"Tim tersebut beranggotakan Joko Widodo, Michael Jordan, dan Taufik Hidayat.","[{""start"": 27, ""end"": 38, ""label"": ""PER""}, {""start"": 40, ""end"": 54, ""label"": ""PER""}, {""start"": 60, ""end"": 74, ""label"": ""PER""}]"
"Nita tinggal di Jalan Ahmad Yani No. 169B, RT 02/RW 03, Kel. Cihapit, Kec. Menteng, Balikpapan, Bali, 43207.","[{""start"": 0, ""end"": 4, ""label"": ""PER""}, {""start"": 16, ""end"": 107, ""label"": ""ADR""}]"
"Menurut laporan, KPK mengalami peningkatan signifikan.",[]
Gagasan yang dikemukakan oleh Justin Trudeau memicu perdebatan panjang.,"[{""start"": 30, ""end"": 44, ""label"": ""PER""}]"
"Susi Susanti baru saja pindah ke Gang Cempaka Putih, RT 05/RW 08, Kel. Tegalsari, Bogor.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}, {""start"": 33, ""end"": 87, ""label"": ""ADR""}]"
"KTP atas nama Retno Marsudi beralamat di Gg. Sudirman, RT 14/RW 06, Kel. Cihapit, Denpasar.","[{""start"": 14, ""end"": 27, ""label"": ""PER""}, {""start"": 41, ""end"": 90, ""label"": ""ADR""}]"
Evry Pramudya adalah salah satu tokoh penting dalam sejarah.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
Kami sudah lama menetap di Toronto.,[]
"Kost berada di Gang Cemara, RT 16/RW 12, Kel. Menteng, Yogyakarta.","[{""start"": 15, ""end"": 65, ""label"": ""ADR""}]"
Nomor kontak yang bisa dihubungi adalah Yth. Bapak/Ibu.,[]
Acara tersebut diselenggarakan di Yayasan Ahmad Dahlan.,[]
"Menurut Angela Merkel, kebijakan ini harus segera dievaluasi.","[{""start"": 8, ""end"": 21, ""label"": ""PER""}]"
HARGA BBM RESMI NAIK MULAI BESOK.,[]
"Silakan kirim paket ke Jalan Melati No. 122B, Palembang.","[{""start"": 23, ""end"": 55, ""label"": ""ADR""}]"
"Tim tersebut beranggotakan Prof. Dr. Ing. B.J. Habibie, Bambang Pamungkas, Narendra Modi, dan R.A. Kartini.","[{""start"": 27, ""end"": 54, ""label"": ""PER""}, {""start"": 56, ""end"": 73, ""label"": ""PER""}, {""start"": 75, ""end"": 88, ""label"": ""PER""}, {""start"": 94, ""end"": 106, ""label"": ""PER""}]"
"Halo, menurut laporan itu, akan segera diperbarui.",[]
Tubagus Hasanuddin bekerja di Makassar.,"[{""start"": 0, ""end"": 18, ""label"": ""PER""}]"
"Rumah kost berada di Dusun Wonosari RT 10/RW 20, Kel. Sukajadi, Kec. Gubeng, Kab. Sidoarjo.","[{""start"": 21, ""end"": 90, ""label"": ""ADR""}]"
"Nama: Hendra, Alamat: Jl. Mawar No. 127A, Manado.","[{""start"": 6, ""end"": 12, ""label"": ""PER""}, {""start"": 22, ""end"": 48, ""label"": ""ADR""}]"
"Kantor kami beralamat di Jalan Ahmad Dahlan No. 42, RT 18/RW 11, Kel. Cihapit, Kec. Coblong, Surabaya, Bali, 88686.","[{""start"": 25, ""end"": 114, ""label"": ""ADR""}]"
Ia baru saja pindah ke Jawa Tengah.,[]
Dokumen itu merujuk pada Depok.,[]
HAKIM KETUA PROF. DR. DR. ZUBAIRI DJOERBAN MENYAMPAIKAN PERNYATAAN RESMI KEMARIN.,"[{""start"": 12, ""end"": 42, ""label"": ""PER""}]"
Ia baru saja pindah ke Jakarta.,[]
"KTP atas nama Michael McDonald beralamat di 833 Jefferson Road, Singapura, Singapura.","[{""start"": 14, ""end"": 30, ""label"": ""PER""}, {""start"": 44, ""end"": 84, ""label"": ""ADR""}]"
"Presiden AS ke-46, Prof. Dr. dr. Zubairi Djoerban, menyampaikan pernyataan resmi kemarin.","[{""start"": 19, ""end"": 49, ""label"": ""PER""}]"
Penghargaan Nobel tahun ini jatuh kepada Nyoman atas dedikasinya.,"[{""start"": 41, ""end"": 47, ""label"": ""PER""}]"
Rapat tersebut dihadiri oleh Nadiem Makarim dan Sri Sultan Hamengkubuwono X.,"[{""start"": 29, ""end"": 43, ""label"": ""PER""}, {""start"": 48, ""end"": 75, ""label"": ""PER""}]"
Fatima binti Muhammad menghadiri rapat mengenai Malang pagi ini.,"[{""start"": 0, ""end"": 21, ""label"": ""PER""}]"
Surat dari Priyanka Chopra membahas rencana terkait UU No. 8 Tahun 1999.,"[{""start"": 11, ""end"": 26, ""label"": ""PER""}]"
KEMARIN SAYA BERTEMU DENGAN VLADIMIR PUTIN DI YTH. BAPAK/IBU.,"[{""start"": 28, ""end"": 42, ""label"": ""PER""}]"
"""Saya akan segera berangkat,"" ujar McDonald.","[{""start"": 35, ""end"": 43, ""label"": ""PER""}]"
"Menurut Prabowo Subianto, ""keputusan ini sudah final.""","[{""start"": 8, ""end"": 24, ""label"": ""PER""}]"
SURAT DARI YANTI MEMBAHAS RENCANA TERKAIT RUMAH SAKIT BUNDA.,"[{""start"": 11, ""end"": 16, ""label"": ""PER""}]"
Tolong sampaikan pesan ini kepada Xi Jinping secepatnya.,"[{""start"": 34, ""end"": 44, ""label"": ""PER""}]"
"Rapat dihadiri oleh Emmanuel Macron, Wahyu, Jean-Luc Picard, dan Tigor Silaban sore ini.","[{""start"": 20, ""end"": 35, ""label"": ""PER""}, {""start"": 37, ""end"": 42, ""label"": ""PER""}, {""start"": 44, ""end"": 59, ""label"": ""PER""}, {""start"": 65, ""end"": 78, ""label"": ""PER""}]"
Kamala Harris menghadiri rapat mengenai Depok pagi ini.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
"Kost berada di Dusun Sumber RT 10/RW 09, Kel. Menteng, Kec. Coblong, Kab. Cirebon.","[{""start"": 15, ""end"": 81, ""label"": ""ADR""}]"
@luhutbinsarpandjaitan baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 22, ""label"": ""PER""}]"
"Rumah kost berada di PO Box 128, Bogor 17024.","[{""start"": 21, ""end"": 44, ""label"": ""ADR""}]"
"Alamat saya di 200 Sunset Street, Seoul, 93371, Korea Selatan.","[{""start"": 15, ""end"": 61, ""label"": ""ADR""}]"
"Pelukis, Suharto, menyampaikan pernyataan resmi kemarin.","[{""start"": 9, ""end"": 16, ""label"": ""PER""}]"
"Sesuai catatan sipil, domisili tercatat di Dusun Karangasem RT 19/RW 11, Kel. Sukajadi, Kec. Coblong, Kab. Bogor.","[{""start"": 43, ""end"": 112, ""label"": ""ADR""}]"
"Paket untuk Dewi Anggraini, S.Psi., Psikolog dikirim ke PO Box 5396, Makassar 34235.","[{""start"": 12, ""end"": 44, ""label"": ""PER""}, {""start"": 56, ""end"": 83, ""label"": ""ADR""}]"
"KANTOR KAMI BERALAMAT DI JALAN AHMAD YANI NO. 61, SEMARANG.","[{""start"": 25, ""end"": 58, ""label"": ""ADR""}]"
Jackie Chan dan drg. Maya Kusuma kompak hadir dalam acara itu.,"[{""start"": 0, ""end"": 11, ""label"": ""PER""}, {""start"": 16, ""end"": 32, ""label"": ""PER""}]"
"Menurut Wali Kota Surabaya Dewi Anggraini, S.Psi., Psikolog, kebijakan ini akan segera direvisi.","[{""start"": 27, ""end"": 59, ""label"": ""PER""}]"
"""johndoe@example.com adalah prioritas kita,"" kata Yanti.","[{""start"": 50, ""end"": 55, ""label"": ""PER""}]"
Apakah benar McDonald akan datang ke konferensi besok?,"[{""start"": 13, ""end"": 21, ""label"": ""PER""}]"
"Rumah kost berada di Jl. Cemara No. 142B, RT 16/RW 13, Kel. Sukajadi, Kec. Coblong, Tangerang, Kalimantan Timur, 50653.","[{""start"": 21, ""end"": 118, ""label"": ""ADR""}]"
EKO RESMI MENJABAT SEBAGAI MENTERI KEUANGAN RI MULAI BULAN DEPAN.,"[{""start"": 0, ""end"": 3, ""label"": ""PER""}]"
"Dewi Anggraini, S.Psi., Psikolog bertemu dengan rekannya di 19.00 WIB.","[{""start"": 0, ""end"": 32, ""label"": ""PER""}]"
"KTP atas nama Ganjar Pranowo beralamat di 932 King Drive, Kuala Lumpur, Malaysia.","[{""start"": 14, ""end"": 28, ""label"": ""PER""}, {""start"": 42, ""end"": 80, ""label"": ""ADR""}]"
"Rapat RT akan diadakan di Dusun Karangasem RT 09/RW 04, Kel. Tegalsari, Kec. Coblong, Kab. Cirebon.","[{""start"": 26, ""end"": 98, ""label"": ""ADR""}]"
"Penerima: Ruud van Nistelrooy, Tujuan: Gang Melati No. 199A, Palembang","[{""start"": 10, ""end"": 29, ""label"": ""PER""}, {""start"": 39, ""end"": 70, ""label"": ""ADR""}]"
"Rapat RT akan diadakan di 459 Jefferson Street, Amsterdam, 34136, Belanda.","[{""start"": 26, ""end"": 73, ""label"": ""ADR""}]"
"KTP atas nama Dewi Anggraini, S.Psi., Psikolog beralamat di Perumahan Villa Melati Blok B14 No. 43, Bandung.","[{""start"": 14, ""end"": 46, ""label"": ""PER""}, {""start"": 60, ""end"": 107, ""label"": ""ADR""}]"
Bernard Arnault resmi menjabat sebagai Panglima TNI mulai bulan depan.,"[{""start"": 0, ""end"": 15, ""label"": ""PER""}]"
Atlet mekar dengan indah di taman setiap pagi.,[]
"Alamat saya di Dusun Sumber RT 01/RW 08, Kel. Antapani, Kec. Tegalsari, Kab. Sleman.","[{""start"": 15, ""end"": 83, ""label"": ""ADR""}]"
PUTRI BERTEMU DENGAN REKANNYA DI SURABAYA.,"[{""start"": 0, ""end"": 5, ""label"": ""PER""}]"
"Kost berada di Gang Melati No. 191, RT 05/RW 05, Kel. Menteng, Kec. Menteng, Bandung, Sumatera Utara, 12449.","[{""start"": 15, ""end"": 107, ""label"": ""ADR""}]"
"Sesuai catatan sipil, domisili tercatat di Jl. Gatot Subroto, RT 16/RW 03, Kel. Tegalsari, Tangerang.","[{""start"": 43, ""end"": 100, ""label"": ""ADR""}]"
Kemarin saya pergi ke New York untuk urusan pekerjaan.,[]
Kami sedang menunggu tanda tangan dari Fajar Nugraha untuk mencairkan dana.,"[{""start"": 39, ""end"": 52, ""label"": ""PER""}]"
Acara tahunan itu selalu digelar di Toronto.,[]
IR. SOEKARNO ADALAH SALAH SATU TOKOH PENTING DALAM SEJARAH.,"[{""start"": 0, ""end"": 12, ""label"": ""PER""}]"
Kementerian Keuangan baru saja merilis laporan tahunan.,[]
"KOST BERADA DI JL. CENDRAWASIH, RT 18/RW 02, KEL. SUKAJADI, KEC. BUAH BATU, PALEMBANG, SUMATERA UTARA, 77047.","[{""start"": 15, ""end"": 108, ""label"": ""ADR""}]"
Jangan lupa undang Wawan ke acara ulang tahun minggu depan.,"[{""start"": 19, ""end"": 24, ""label"": ""PER""}]"
"Di antara peserta terdapat Prof. Emil Salim, Fatima binti Muhammad, dan Nadiem Makarim.","[{""start"": 27, ""end"": 43, ""label"": ""PER""}, {""start"": 45, ""end"": 66, ""label"": ""PER""}, {""start"": 72, ""end"": 86, ""label"": ""PER""}]"
Kost mulai terlihat sejak dini hari.,[]
Banyak pihak yang setuju dengan analisis Guillermo del Toro mengenai krisis ekonomi.,"[{""start"": 41, ""end"": 59, ""label"": ""PER""}]"
"Penerima: Neymar Jr., Tujuan: Dusun Wonosari RT 17/RW 15, Kel. Antapani, Kec. Cimahi Utara, Kab. Sleman","[{""start"": 10, ""end"": 20, ""label"": ""PER""}, {""start"": 30, ""end"": 103, ""label"": ""ADR""}]"
@churchill membagikan update terbaru di akunnya.,"[{""start"": 1, ""end"": 10, ""label"": ""PER""}]"
Surat dari Ahmad Dhani membahas rencana terkait DPR RI.,"[{""start"": 11, ""end"": 22, ""label"": ""PER""}]"
"Tim tersebut beranggotakan Guillermo del Toro, Eko Yuli Irawan, Rudi, dan Roger Federer.","[{""start"": 27, ""end"": 45, ""label"": ""PER""}, {""start"": 47, ""end"": 62, ""label"": ""PER""}, {""start"": 64, ""end"": 68, ""label"": ""PER""}, {""start"": 74, ""end"": 87, ""label"": ""PER""}]"
Kami sedang menunggu tanda tangan dari Lisa untuk mencairkan dana.,"[{""start"": 39, ""end"": 43, ""label"": ""PER""}]"
Jangan lupa follow @kennedy untuk info terkini.,"[{""start"": 20, ""end"": 27, ""label"": ""PER""}]"
"Menurut Sukaryo, ""keputusan ini sudah final.""","[{""start"": 8, ""end"": 15, ""label"": ""PER""}]"
Kami sedang menunggu tanda tangan dari Basuki Rahmat untuk mencairkan dana.,"[{""start"": 39, ""end"": 52, ""label"": ""PER""}]"
Boediono resmi menjabat sebagai Gubernur DKI Jakarta mulai bulan depan.,"[{""start"": 0, ""end"": 8, ""label"": ""PER""}]"
KEMARIN SAYA BERTEMU DENGAN SITI AMINAH DI YAYASAN AHMAD DAHLAN.,"[{""start"": 28, ""end"": 39, ""label"": ""PER""}]"
Lionel Messi bekerja di Kuala Lumpur.,"[{""start"": 0, ""end"": 12, ""label"": ""PER""}]"
"Ahmad Dhani, Dian Sastrowardoyo, serta Bambang Pamungkas kompak hadir dalam acara itu.","[{""start"": 0, ""end"": 11, ""label"": ""PER""}, {""start"": 13, ""end"": 31, ""label"": ""PER""}, {""start"": 39, ""end"": 56, ""label"": ""PER""}]"
Penyanyi sebelumnya adalah D'Angelo.,"[{""start"": 27, ""end"": 35, ""label"": ""PER""}]"
Ia baru saja pindah ke Jakarta.,[]
"Rapat dihadiri oleh Tubagus Chasan Sochib, Sudirman, Elon Musk, dan Anies Baswedan sore ini.","[{""start"": 20, ""end"": 41, ""label"": ""PER""}, {""start"": 43, ""end"": 51, ""label"": ""PER""}, {""start"": 53, ""end"": 62, ""label"": ""PER""}, {""start"": 68, ""end"": 82, ""label"": ""PER""}]"
"Yudi menegaskan, ""kami akan terus berusaha.""","[{""start"": 0, ""end"": 4, ""label"": ""PER""}]"
"MENURUT REKTOR UNIVERSITAS INDONESIA BRUCE LEE, KEBIJAKAN INI AKAN SEGERA DIREVISI.","[{""start"": 37, ""end"": 46, ""label"": ""PER""}]"
"KTP atas nama Simone Biles beralamat di Gang Ahmad Dahlan No. 123A, RT 17/RW 04, Kel. Sukajadi, Kec. Coblong, Balikpapan, DI Yogyakarta, 42653.","[{""start"": 14, ""end"": 26, ""label"": ""PER""}, {""start"": 40, ""end"": 142, ""label"": ""ADR""}]"
Kemarin saya bertemu dengan Sri Sultan Hamengkubuwono X di stasiun.,"[{""start"": 28, ""end"": 55, ""label"": ""PER""}]"
"""17 Agustus 1945 adalah prioritas kita,"" kata Laksamana Muda TNI Sinar Adi.","[{""start"": 46, ""end"": 74, ""label"": ""PER""}]"
"KTP menunjukkan alamat di Gg. Cempaka Putih, RT 09/RW 09, Kel. Cihapit, Kec. Tegalsari, Surabaya, Bali, 44733.","[{""start"": 26, ""end"": 109, ""label"": ""ADR""}]"
Ia baru saja pindah ke Los Angeles.,[]
Kost bukan bagian dari agenda rapat kali ini.,[]
"Nama Lengkap: Reza Rahadian
Alamat: Jl. Mawar No. 148A, RT 16/RW 09, Kel. Cihapit, Kec. Menteng, Semarang, DI Yogyakarta, 54059.","[{""start"": 14, ""end"": 27, ""label"": ""PER""}, {""start"": 36, ""end"": 127, ""label"": ""ADR""}]"
HARGA BBM RESMI NAIK MULAI BESOK.,[]
Nomor kontak Marie Curie bisa dihubungi melalui Denpasar.,"[{""start"": 13, ""end"": 24, ""label"": ""PER""}]"
"KTP atas nama drh. Bimo Prakoso beralamat di 151 Bridge Street, New York, 17053, Amerika Serikat.","[{""start"": 14, ""end"": 31, ""label"": ""PER""}, {""start"": 45, ""end"": 96, ""label"": ""ADR""}]"
"Kantor kami beralamat di Jalan Cemara No. 81A, Balikpapan.","[{""start"": 25, ""end"": 57, ""label"": ""ADR""}]"
Buku terbaru itu ditulis oleh Kolonel Inf. Rizky Ramadhan dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 57, ""label"": ""PER""}]"
"Rumah beliau berada di Gg. Cendrawasih No. 69A, RT 17/RW 05, Kel. Tegalsari, Bandung.","[{""start"": 23, ""end"": 84, ""label"": ""ADR""}]"
"""Terima kasih atas dukungannya,"" ucap Prof. Dr. Anies Baswedan, M.P.P. sambil tersenyum.","[{""start"": 38, ""end"": 70, ""label"": ""PER""}]"
"Saya melihat Hartono, S.T., M.T. sedang makan siang di kantin.","[{""start"": 13, ""end"": 32, ""label"": ""PER""}]"
"Rumah kost berada di Gg. Ahmad Dahlan No. 125B, RT 04/RW 08, Desa Sukamaju, Balikpapan.","[{""start"": 21, ""end"": 86, ""label"": ""ADR""}]"
Penghargaan Nobel tahun ini jatuh kepada R.A. Kartini atas dedikasinya.,"[{""start"": 41, ""end"": 53, ""label"": ""PER""}]"
"Kartika Sari, Sp.KG baru saja pindah dari Bulog.","[{""start"": 0, ""end"": 19, ""label"": ""PER""}]"
"Silakan kirim paket ke Dusun Ngepoh RT 10/RW 20, Kel. Antapani, Kec. Gubeng, Kab. Malang.","[{""start"": 23, ""end"": 88, ""label"": ""ADR""}]"
"PRESIDEN AS KE-46, FATIMA BINTI MUHAMMAD, MENYAMPAIKAN PERNYATAAN RESMI KEMARIN.","[{""start"": 19, ""end"": 40, ""label"": ""PER""}]"
"MENURUT HAKIM KETUA GREYSIA POLII, KEBIJAKAN INI AKAN SEGERA DIREVISI.","[{""start"": 20, ""end"": 33, ""label"": ""PER""}]"
"Sesuai catatan sipil, domisili tercatat di 788 Bridge Lane, Los Angeles, Amerika Serikat.","[{""start"": 43, ""end"": 88, ""label"": ""ADR""}]"
"KTP atas nama Michael Jordan beralamat di Perumahan Villa Melati Blok H2 No. 33, Semarang.","[{""start"": 14, ""end"": 28, ""label"": ""PER""}, {""start"": 42, ""end"": 89, ""label"": ""ADR""}]"
"Penerima: Kevin Sanjaya Sukamuljo, Tujuan: Gg. Ahmad Yani No. 136, Tangerang","[{""start"": 10, ""end"": 33, ""label"": ""PER""}, {""start"": 43, ""end"": 76, ""label"": ""ADR""}]"
Karya seni milik Yudi berhasil terjual dengan harga fantastis.,"[{""start"": 17, ""end"": 21, ""label"": ""PER""}]"
"Silakan kirim paket ke Jl. Cempaka Putih No. 104, RT 07/RW 17, Kel. Cihapit, Kec. Cimahi Utara, Makassar, Bali, 80336.","[{""start"": 23, ""end"": 117, ""label"": ""ADR""}]"
"KTP atas nama drg. Maya Kusuma beralamat di Gang Cempaka Putih, Semarang.","[{""start"": 14, ""end"": 30, ""label"": ""PER""}, {""start"": 44, ""end"": 72, ""label"": ""ADR""}]"
"Alamat saya di Gg. Diponegoro No. 72B, RT 20/RW 17, Kel. Menteng, Palembang.","[{""start"": 15, ""end"": 75, ""label"": ""ADR""}]"
Bunga mekar dengan indah di taman setiap pagi.,[]
"Panitia mengundang Ir. Soekarno, Siti Aminah, Dra. Kartini Rahayu, dan Nelson Mandela sebagai narasumber.","[{""start"": 19, ""end"": 31, ""label"": ""PER""}, {""start"": 33, ""end"": 44, ""label"": ""PER""}, {""start"": 46, ""end"": 65, ""label"": ""PER""}, {""start"": 71, ""end"": 85, ""label"": ""PER""}]"
Ia baru saja pindah ke DI Yogyakarta.,[]
"Nama: Anggun C. Sasmi, Alamat: Jalan Gatot Subroto, Palembang.","[{""start"": 6, ""end"": 21, ""label"": ""PER""}, {""start"": 31, ""end"": 61, ""label"": ""ADR""}]"
"Alamat saya di Jl. Cemara No. 42A, Bogor.","[{""start"": 15, ""end"": 40, ""label"": ""ADR""}]"
"Lisa, selaku Kapolri, hadir dalam konferensi pers.","[{""start"": 0, ""end"": 4, ""label"": ""PER""}]"
Apakah benar Fajar akan datang ke konferensi besok?,"[{""start"": 13, ""end"": 18, ""label"": ""PER""}]"
"Paket untuk Priyanka Chopra dikirim ke Gang Cemara No. 59A, Denpasar.","[{""start"": 12, ""end"": 27, ""label"": ""PER""}, {""start"": 39, ""end"": 68, ""label"": ""ADR""}]"
Buku terbaru itu ditulis oleh Sudirman dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 38, ""label"": ""PER""}]"
Jangan lupa follow @laksamanamudatnisinaradi untuk info terkini.,"[{""start"": 20, ""end"": 44, ""label"": ""PER""}]"
"Panitia mengundang Ruud van Nistelrooy, Sri Mulyani, Kanjeng Gusti Pangeran Adipati Arya Mangkunegara IX, dan Jefferson sebagai narasumber.","[{""start"": 19, ""end"": 38, ""label"": ""PER""}, {""start"": 40, ""end"": 51, ""label"": ""PER""}, {""start"": 53, ""end"": 104, ""label"": ""PER""}, {""start"": 110, ""end"": 119, ""label"": ""PER""}]"
"Menurut Joko Widodo dan Jenderal Gatot Nurmantyo, kebijakan ini perlu direvisi.","[{""start"": 8, ""end"": 19, ""label"": ""PER""}, {""start"": 24, ""end"": 48, ""label"": ""PER""}]"
Rapat tersebut dihadiri oleh Sudirman dan I Gusti Ngurah Rai.,"[{""start"": 29, ""end"": 37, ""label"": ""PER""}, {""start"": 42, ""end"": 60, ""label"": ""PER""}]"
